enrolment_id,learner_id,course_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued
ENR00791,LRN0061,CRS049,2024-01-31,2024-03-11,2024-03-09,Completed,100,2024-03-09,84.01,1,4,Yes
ENR00614,LRN0108,CRS011,2024-01-01,2024-01-11,,Dropped,5,2024-01-04,,2,,No
ENR01452,LRN0215,CRS005,2024-02-19,2024-03-30,,Not Started,0,,,1,,No
ENR00080,LRN0453,CRS019,2024-02-19,2024-04-19,,Not Started,0,,,2,,No
ENR01934,LRN0451,CRS016,2024-01-22,2024-02-11,,In Progress,55,2024-03-17,,1,,No
ENR00285,LRN0131,CRS017,2024-02-18,2024-03-09,,In Progress,61,2024-02-28,,1,,No
ENR01751,LRN0279,CRS021,2024-02-25,2024-03-16,2024-03-09,Completed,100,2024-03-09,69.77,1,3,Yes
ENR01752,LRN0421,CRS025,2024-01-31,2024-03-11,,In Progress,33,2024-03-07,,1,,No
ENR00589,LRN0111,CRS036,2024-02-01,2024-02-21,,Not Started,0,,,1,5,No
ENR01800,LRN0293,CRS048,2024-03-08,2024-03-18,,Not Started,0,,,1,,No
ENR00696,LRN0064,CRS007,2024-01-19,2024-02-28,,Dropped,7,2024-01-31,,1,,No
ENR01148,LRN0016,CRS003,2024-01-02,2024-01-22,,Dropped,1,2024-01-14,,2,,No
ENR01000,LRN0142,CRS033,2024-03-13,2024-04-22,,In Progress,16,2024-03-21,,3,,No
ENR01467,LRN0071,CRS035,2024-01-07,2024-03-27,2024-01-10,Completed,100,2024-01-10,69.5,1,3,Yes
ENR01773,LRN0254,CRS045,2024-03-16,2024-03-26,,Dropped,6,2024-03-20,,1,,No
ENR00536,LRN0293,CRS026,2024-01-05,2024-01-15,,In Progress,44,2024-02-20,,1,,No
ENR01211,LRN0408,CRS050,2024-02-09,2024-02-19,,Dropped,2,2024-02-13,,2,,No
ENR00214,LRN0010,CRS039,2024-03-15,2024-06-03,,In Progress,39,,,1,,No
ENR00601,LRN0280,CRS032,2024-02-10,2024-02-20,,Not Started,0,,,1,,No
ENR00662,LRN0417,CRS040,2024-02-28,2024-03-29,,In Progress,46,2024-03-28,,1,,No
ENR01028,LRN0106,CRS005,2024-03-17,2024-04-26,,Not Started,0,,,2,,No
ENR01633,LRN0174,CRS033,2024-01-09,2024-02-18,2024-01-24,Completed,100,2024-01-24,77.93,2,5,Yes
ENR01513,LRN0066,CRS045,2024-01-14,2024-01-24,2024-01-31,Completed,100,2024-01-31,55.67,2,2,No
ENR01885,LRN0362,CRS014,2024-02-13,2024-03-14,2024-03-14,Completed,100,2024-03-14,98.18,1,4,Yes
ENR00459,LRN0052,CRS015,2024-02-04,2024-02-14,,In Progress,36,2024-02-14,,1,,No
ENR00588,LRN0102,CRS011,2024-03-09,2024-03-19,2024-03-26,Completed,100,2024-03-26,57.61,2,3,No
ENR00290,LRN0409,CRS015,2024-02-05,2024-02-15,2024-02-12,Completed,100,2024-02-12,98.87,1,1,Yes
ENR00922,LRN0018,CRS042,2024-02-06,2024-02-16,2024-02-25,Completed,100,2024-02-25,76.27,2,1,Yes
ENR01943,LRN0404,CRS001,2024-02-23,2024-03-24,2024-03-31,Completed,100,,69.39,1,4,Yes
ENR00422,LRN0040,CRS014,2024-02-23,2024-03-24,2024-03-09,Completed,100,2024-03-09,79.85,1,2,Yes
ENR01099,LRN0354,CRS035,2024-02-08,2024-04-28,,Not Started,0,,,1,,No
ENR00414,LRN0224,CRS015,2024-01-13,2024-01-23,,Dropped,32,2024-01-15,,1,,No
ENR00650,LRN0245,CRS011,2024-02-14,2024-02-24,2024-02-26,Completed,100,2024-02-26,82.77,1,4,Yes
ENR01870,LRN0189,CRS059,2024-01-10,2024-03-30,2024-03-31,Completed,100,2024-03-31,65.06,2,5,Yes
ENR00679,LRN0240,CRS002,2024-01-20,2024-02-09,,In Progress,89,2024-02-10,,1,,No
ENR00521,LRN0411,CRS001,2024-02-01,2024-03-02,,Dropped,3,,,1,,No
ENR01408,LRN0087,CRS053,2024-01-10,2024-03-30,,Dropped,0,2024-01-15,,1,1,No
ENR00991,LRN0273,CRS034,2024-01-09,2024-01-29,2024-01-21,Completed,100,2024-01-21,96.38,2,5,Yes
ENR01002,LRN0036,CRS018,2024-01-14,2024-02-13,,In Progress,26,2024-02-17,,1,,No
ENR01023,LRN0086,CRS004,2024-03-01,2024-04-30,2024-03-12,Completed,100,2024-03-12,58.31,1,3,No
ENR01511,LRN0364,CRS013,2024-01-02,2024-03-22,,In Progress,11,2024-03-22,,1,,No
ENR01351,LRN0429,CRS035,2024-03-05,2024-05-24,,In Progress,75,,,1,,No
ENR01914,LRN0126,CRS023,2024-01-09,2024-03-29,2024-02-20,Completed,100,2024-02-20,94.82,2,3,Yes
ENR01899,LRN0032,CRS028,2024-03-10,2024-04-19,2024-03-13,Completed,100,2024-03-13,69.78,2,1,Yes
ENR01794,LRN0180,CRS008,2024-02-18,2024-05-08,2024-02-26,Completed,100,2024-02-26,50.85,1,3,No
ENR00895,LRN0031,CRS040,2024-02-25,2024-03-26,2024-03-31,Completed,100,2024-03-31,69.53,3,1,Yes
ENR01029,LRN0196,CRS025,2024-02-08,2024-03-19,2024-02-23,Completed,100,2024-02-23,71.8,1,2,Yes
ENR00927,LRN0330,CRS054,2024-01-29,2024-03-09,,In Progress,38,2024-01-31,,1,,No
ENR01902,LRN0470,CRS018,2024-02-18,2024-03-19,,In Progress,66,2024-02-25,,1,,No
ENR01617,LRN0413,CRS042,2024-01-12,2024-01-22,,In Progress,66,2024-03-14,,2,3,No
ENR00439,LRN0467,CRS030,2024-02-06,2024-04-06,2024-03-23,Completed,100,,47.04,1,5,No
ENR00172,LRN0192,CRS034,2024-03-02,2024-03-22,,Dropped,30,2024-03-09,,1,,No
ENR00857,LRN0471,CRS058,2024-01-20,2024-02-19,,In Progress,38,2024-03-06,,1,,No
ENR00376,LRN0408,CRS025,2024-03-02,2024-04-11,,In Progress,14,2024-03-29,,1,,No
ENR00873,LRN0387,CRS003,2024-01-18,2024-02-07,,Dropped,24,2024-01-25,,1,,No
ENR00801,LRN0287,CRS035,2024-01-23,2024-04-12,2024-03-31,Completed,100,2024-03-31,49.18,1,5,No
ENR00848,LRN0225,CRS048,2024-01-19,2024-01-29,,In Progress,74,2024-01-24,,1,,No
ENR00445,LRN0353,CRS040,2024-02-18,2024-03-19,2024-02-23,Completed,100,2024-02-23,95.87,1,1,Yes
ENR00664,LRN0278,CRS018,2024-01-23,2024-02-22,2024-02-13,Completed,100,2024-02-13,45.96,1,1,No
ENR00692,LRN0170,CRS056,2024-01-21,2024-03-21,2024-01-24,Completed,100,2024-01-24,45.38,1,4,No
ENR01821,LRN0233,CRS002,2024-01-02,2024-01-22,2024-01-07,Completed,100,2024-01-07,79.09,3,5,Yes
ENR01766,LRN0421,CRS018,2024-01-05,2024-02-04,2024-01-13,Completed,100,2024-01-13,77.49,1,1,Yes
ENR01523,LRN0019,CRS029,2024-02-25,2024-05-15,2024-03-16,Completed,100,2024-03-16,82.67,1,2,Yes
ENR00136,LRN0184,CRS025,2024-01-23,2024-03-03,,Dropped,0,2024-02-04,,1,,No
ENR00055,LRN0376,CRS059,2024-03-13,2024-06-01,2024-03-16,Completed,100,2024-03-16,89.09,1,1,Yes
ENR01894,LRN0076,CRS031,2024-01-14,2024-01-24,2024-01-17,Completed,100,2024-01-17,90.98,2,4,Yes
ENR01816,LRN0361,CRS018,2024-02-21,2024-03-22,,In Progress,16,2024-03-01,,1,,No
ENR01415,LRN0372,CRS043,2024-02-11,2024-05-01,2024-03-31,Completed,100,2024-03-31,51.78,1,5,No
ENR01034,LRN0151,CRS023,2024-03-06,2024-05-25,,In Progress,71,2024-03-07,,1,,No
ENR01599,LRN0362,CRS055,2024-02-03,2024-02-13,2024-02-12,Completed,100,2024-02-12,60.68,1,3,Yes
ENR01056,LRN0299,CRS006,2024-01-06,2024-01-16,,In Progress,31,2024-01-30,,2,,No
ENR01829,LRN0226,CRS027,2024-01-29,2024-02-28,,Dropped,24,2024-02-02,,2,5,No
ENR01823,LRN0499,CRS021,2024-02-14,2024-03-05,,In Progress,60,2024-03-03,,1,4,No
ENR00907,LRN0066,CRS024,2024-03-13,2024-04-12,,Not Started,0,,,1,,No
ENR00295,LRN0128,CRS044,2024-02-23,2024-05-13,,Dropped,28,2024-02-25,,3,,No
ENR01450,LRN0443,CRS031,2024-01-23,2024-02-02,,In Progress,45,2024-03-04,,1,5,No
ENR01886,LRN0184,CRS039,2024-01-17,2024-04-06,2024-03-19,Completed,100,2024-03-19,68.72,1,4,Yes
ENR01602,LRN0395,CRS057,2024-03-07,2024-03-17,,In Progress,22,,,1,,No
ENR01819,LRN0073,CRS003,2024-03-08,2024-03-28,2024-03-11,Completed,100,2024-03-11,72.33,1,2,Yes
ENR01655,LRN0437,CRS055,2024-01-29,2024-02-08,,Dropped,4,2024-01-31,,2,2,No
ENR01381,LRN0041,CRS028,2024-01-08,2024-02-17,2024-02-10,Completed,100,2024-02-10,74.58,1,4,Yes
ENR01642,LRN0331,CRS025,2024-01-25,2024-03-05,,Not Started,0,,,1,5,No
ENR00321,LRN0180,CRS046,2024-02-23,2024-04-03,2024-02-26,Completed,100,2024-02-26,55.0,1,3,No
ENR01065,LRN0026,CRS003,2024-02-02,2024-02-22,2024-02-28,Completed,100,2024-02-28,70.49,3,3,Yes
ENR01462,LRN0079,CRS023,2024-03-12,2024-05-31,,In Progress,38,2024-03-24,,1,3,No
ENR00036,LRN0291,CRS008,2024-01-02,2024-03-22,,Dropped,29,2024-01-08,,2,,No
ENR01627,LRN0277,CRS019,2024-02-28,2024-04-28,2024-03-31,Completed,100,2024-03-31,89.52,1,1,Yes
ENR01698,LRN0369,CRS025,2024-02-21,2024-04-01,2024-03-31,Completed,100,,87.82,1,2,Yes
ENR01762,LRN0470,CRS043,2024-01-01,2024-03-21,,In Progress,74,2024-01-23,,1,,No
ENR00054,LRN0138,CRS039,2024-01-01,2024-03-21,2024-01-04,Completed,100,2024-01-04,81.09,3,3,Yes
ENR00371,LRN0172,CRS002,2024-01-31,2024-02-20,2024-02-29,Completed,100,2024-02-29,50.86,1,1,No
ENR00572,LRN0412,CRS006,2024-01-29,2024-02-08,,Dropped,10,2024-02-03,,1,,No
ENR00213,LRN0357,CRS025,2024-01-18,2024-02-27,2024-02-22,Completed,100,,86.89,1,4,Yes
ENR01592,LRN0316,CRS012,2024-02-29,2024-04-09,,In Progress,82,2024-03-07,,1,,No
ENR00898,LRN0088,CRS003,2024-02-15,2024-03-06,,In Progress,51,2024-03-15,,2,,No
ENR01905,LRN0358,CRS039,2024-01-29,2024-04-18,,Dropped,8,2024-02-01,,1,,No
ENR00029,LRN0181,CRS027,2024-03-11,2024-04-10,,Dropped,1,2024-03-18,,1,,No
ENR01629,LRN0450,CRS047,2024-02-22,2024-04-22,,Not Started,0,,,1,,No
ENR01174,LRN0450,CRS051,2024-01-16,2024-04-05,,In Progress,40,2024-02-10,,1,,No
ENR01125,LRN0288,CRS002,2024-01-10,2024-01-30,2024-01-13,Completed,100,2024-01-13,57.72,2,2,No
ENR00412,LRN0124,CRS036,2024-02-20,2024-03-11,2024-03-11,Completed,100,2024-03-11,90.57,2,5,Yes
ENR01089,LRN0400,CRS032,2024-03-12,2024-03-22,,Dropped,20,,,1,,No
ENR01608,LRN0443,CRS030,2024-02-12,2024-04-12,,Dropped,22,2024-02-25,,1,,No
ENR01495,LRN0463,CRS008,2024-01-12,2024-04-01,2024-03-03,Completed,100,2024-03-03,57.1,1,1,No
ENR01856,LRN0367,CRS015,2024-02-29,2024-03-10,2024-03-08,Completed,100,2024-03-08,50.82,1,5,No
ENR00744,LRN0052,CRS002,2024-03-09,2024-03-29,,In Progress,26,2024-03-10,,1,,No
ENR00425,LRN0275,CRS002,2024-03-07,2024-03-27,,In Progress,37,2024-03-11,,2,,No
ENR00078,LRN0224,CRS002,2024-01-21,2024-02-10,2024-01-28,Completed,100,2024-01-28,70.81,1,5,Yes
ENR00209,LRN0321,CRS013,2024-01-27,2024-04-16,,Not Started,0,,,1,,No
ENR00224,LRN0242,CRS029,2024-02-24,2024-05-14,,In Progress,29,,,2,,No
ENR01102,LRN0208,CRS035,2024-01-14,2024-04-03,2024-03-24,Completed,100,2024-03-24,96.68,2,2,Yes
ENR01572,LRN0487,CRS020,2024-01-16,2024-01-26,,In Progress,29,2024-02-26,,1,,No
ENR00461,LRN0349,CRS005,2024-01-22,2024-03-02,2024-02-15,Completed,100,2024-02-15,52.8,1,4,No
ENR00505,LRN0013,CRS041,2024-01-13,2024-02-12,2024-01-16,Completed,100,2024-01-16,94.13,1,4,Yes
ENR00132,LRN0259,CRS052,2024-02-10,2024-04-30,,Dropped,16,2024-02-15,,3,,No
ENR01910,LRN0418,CRS001,2024-02-23,2024-03-24,,Dropped,26,2024-02-28,,2,1,No
ENR01220,LRN0290,CRS045,2024-01-09,2024-01-19,,Dropped,1,2024-01-13,,1,,No
ENR00743,LRN0421,CRS037,2024-02-15,2024-03-26,,Dropped,9,2024-02-26,,1,,No
ENR00641,LRN0323,CRS023,2024-01-02,2024-03-22,2024-02-26,Completed,100,2024-02-26,63.41,1,1,Yes
ENR01675,LRN0039,CRS013,2024-01-20,2024-04-09,,In Progress,35,2024-02-09,,2,,No
ENR00777,LRN0498,CRS027,2024-03-01,2024-03-31,,In Progress,48,2024-03-05,,1,,No
ENR01715,LRN0258,CRS021,2024-03-03,2024-03-23,2024-03-06,Completed,100,2024-03-06,69.67,1,1,Yes
ENR01300,LRN0260,CRS056,2024-03-13,2024-05-12,,In Progress,57,2024-03-19,,1,,No
ENR00159,LRN0101,CRS013,2024-01-26,2024-04-15,,Dropped,12,2024-01-31,,1,,No
ENR01571,LRN0140,CRS026,2024-03-03,2024-03-13,2024-03-06,Completed,100,2024-03-06,45.35,1,2,No
ENR00219,LRN0470,CRS043,2024-02-01,2024-04-21,,Dropped,14,2024-02-12,,1,,No
ENR00252,LRN0240,CRS011,2024-02-27,2024-03-08,,Not Started,0,,,1,,No
ENR00292,LRN0145,CRS036,2024-02-04,2024-02-24,,In Progress,31,2024-02-07,,1,,No
ENR00808,LRN0461,CRS060,2024-01-31,2024-03-01,2024-02-17,Completed,100,2024-02-17,49.24,1,3,No
ENR01098,LRN0142,CRS020,2024-03-11,2024-03-21,,Dropped,5,2024-03-25,,2,,No
ENR00853,LRN0274,CRS002,2024-01-22,2024-02-11,,Dropped,23,2024-01-27,,1,,No
ENR00734,LRN0110,CRS012,2024-02-11,2024-03-22,,In Progress,56,2024-03-11,,1,,No
ENR01981,LRN0084,CRS037,2024-01-02,2024-02-11,,In Progress,84,2024-03-16,,1,,No
ENR00031,LRN0128,CRS034,2024-01-17,2024-02-06,,Dropped,26,2024-01-27,,1,,No
ENR01494,LRN0392,CRS035,2024-03-12,2024-05-31,,Not Started,0,,,1,,No
ENR00227,LRN0367,CRS031,2024-01-26,2024-02-05,2024-01-29,Completed,100,2024-01-29,45.23,2,3,No
ENR01860,LRN0371,CRS046,2024-03-11,2024-04-20,2024-03-28,Completed,100,,70.6,3,1,Yes
ENR00207,LRN0216,CRS002,2024-01-02,2024-01-22,2024-01-09,Completed,100,2024-01-09,82.4,1,1,Yes
ENR00072,LRN0395,CRS030,2024-01-19,2024-03-19,,In Progress,24,2024-01-21,,1,,No
ENR01383,LRN0168,CRS024,2024-03-17,2024-04-16,2024-03-31,Completed,100,2024-03-31,45.42,1,5,No
ENR00624,LRN0324,CRS030,2024-03-03,2024-05-02,2024-03-31,Completed,100,2024-03-31,89.41,1,1,Yes
ENR00903,LRN0256,CRS028,2024-02-25,2024-04-05,,Not Started,0,,,1,,No
ENR01615,LRN0401,CRS053,2024-03-10,2024-05-29,,Dropped,35,2024-03-10,,1,,No
ENR00447,LRN0124,CRS037,2024-03-02,2024-04-11,,In Progress,51,2024-03-10,,1,,No
ENR00332,LRN0405,CRS033,2024-02-28,2024-04-08,,In Progress,48,2024-03-15,,2,,No
ENR00454,LRN0339,CRS034,2024-02-27,2024-03-18,2024-03-01,Completed,100,2024-03-01,95.98,1,4,Yes
ENR00059,LRN0050,CRS054,2024-02-17,2024-03-28,,In Progress,67,2024-03-19,,2,,No
ENR01322,LRN0424,CRS057,2024-01-01,2024-01-11,2024-01-18,Completed,100,2024-01-18,92.65,1,1,Yes
ENR00130,LRN0432,CRS041,2024-01-28,2024-02-27,,In Progress,15,,,1,,No
ENR00351,LRN0172,CRS039,2024-01-24,2024-04-13,,In Progress,48,2024-02-12,,1,,No
ENR01003,LRN0105,CRS003,2024-03-13,2024-04-02,2024-03-16,Completed,100,2024-03-16,63.57,1,3,Yes
ENR00276,LRN0223,CRS020,2024-03-14,2024-03-24,2024-03-19,Completed,100,2024-03-19,48.49,2,5,No
ENR01244,LRN0226,CRS006,2024-02-15,2024-02-25,,Not Started,0,,,1,,No
ENR00337,LRN0495,CRS018,2024-01-23,2024-02-22,2024-01-26,Completed,100,2024-01-26,74.56,3,5,Yes
ENR01792,LRN0321,CRS023,2024-02-10,2024-04-30,2024-02-21,Completed,100,2024-02-21,70.87,1,4,Yes
ENR00883,LRN0068,CRS023,2024-02-03,2024-04-23,,In Progress,46,2024-03-05,,1,,No
ENR01364,LRN0082,CRS060,2024-02-15,2024-03-16,,In Progress,90,2024-03-01,,1,,No
ENR00840,LRN0023,CRS010,2024-01-19,2024-02-08,,In Progress,64,2024-02-21,,1,,No
ENR01713,LRN0280,CRS047,2024-02-01,2024-04-01,,In Progress,51,2024-03-07,,1,,No
ENR00495,LRN0182,CRS009,2024-02-29,2024-03-20,,Dropped,17,2024-03-07,,1,,No
ENR00689,LRN0099,CRS055,2024-01-21,2024-01-31,,In Progress,32,2024-02-20,,1,,No
ENR01676,LRN0345,CRS035,2024-03-06,2024-05-25,,Dropped,22,2024-03-09,,2,,No
ENR01636,LRN0044,CRS006,2024-01-07,2024-01-17,2024-01-16,Completed,100,2024-01-16,98.13,1,3,Yes
ENR00623,LRN0204,CRS003,2024-02-02,2024-02-22,2024-02-05,Completed,100,2024-02-05,98.41,2,4,Yes
ENR01688,LRN0352,CRS044,2024-03-04,2024-05-23,2024-03-31,Completed,100,2024-03-31,82.71,2,3,Yes
ENR00153,LRN0408,CRS028,2024-01-13,2024-02-22,2024-02-20,Completed,100,2024-02-20,88.06,1,3,Yes
ENR01180,LRN0492,CRS047,2024-02-23,2024-04-23,,Not Started,0,,,2,,No
ENR00606,LRN0351,CRS014,2024-02-17,2024-03-18,,In Progress,70,2024-03-04,,1,,No
ENR00620,LRN0178,CRS047,2024-02-24,2024-04-24,2024-03-31,Completed,100,2024-03-31,93.2,2,2,Yes
ENR00073,LRN0494,CRS032,2024-03-01,2024-03-11,2024-03-10,Completed,100,2024-03-10,77.19,1,5,Yes
ENR00676,LRN0175,CRS021,2024-02-14,2024-03-05,,Dropped,29,2024-02-16,,2,,No
ENR00507,LRN0427,CRS014,2024-03-14,2024-04-13,,Dropped,22,2024-03-22,,1,,No
ENR00305,LRN0473,CRS020,2024-03-06,2024-03-16,,Dropped,29,,,2,,No
ENR00998,LRN0037,CRS017,2024-01-16,2024-02-05,,Not Started,0,,,2,,No
ENR00142,LRN0355,CRS044,2024-03-09,2024-05-28,,In Progress,81,2024-03-30,,2,4,No
ENR01273,LRN0416,CRS045,2024-02-24,2024-03-05,,Not Started,0,,,1,,No
ENR01112,LRN0340,CRS013,2024-01-19,2024-04-08,2024-02-28,Completed,100,2024-02-28,55.34,1,2,No
ENR00529,LRN0044,CRS004,2024-02-05,2024-04-05,,Dropped,31,2024-02-11,,1,,No
ENR01198,LRN0152,CRS054,2024-03-11,2024-04-20,,In Progress,68,2024-03-30,,1,,No
ENR01284,LRN0045,CRS043,2024-02-28,2024-05-18,2024-03-17,Completed,100,2024-03-17,94.49,1,3,Yes
ENR00780,LRN0180,CRS005,2024-01-29,2024-03-09,,Not Started,0,,,1,,No
ENR00234,LRN0499,CRS058,2024-01-11,2024-02-10,,In Progress,64,2024-02-04,,1,,No
ENR00194,LRN0229,CRS005,2024-02-21,2024-04-01,,In Progress,77,2024-03-07,,1,,No
ENR01851,LRN0213,CRS003,2024-01-14,2024-02-03,,Dropped,24,2024-01-26,,2,,No
ENR00434,LRN0353,CRS001,2024-02-12,2024-03-13,2024-03-14,Completed,100,,88.74,2,5,Yes
ENR01277,LRN0316,CRS025,2024-02-19,2024-03-30,,In Progress,28,2024-03-21,,1,,No
ENR01460,LRN0376,CRS006,2024-03-06,2024-03-16,,Not Started,0,,,3,,No
ENR01412,LRN0432,CRS028,2024-02-14,2024-03-25,,Not Started,0,,,1,,No
ENR00258,LRN0480,CRS013,2024-01-15,2024-04-04,,In Progress,50,,,3,,No
ENR01777,LRN0254,CRS054,2024-02-08,2024-03-19,,Dropped,18,2024-02-10,,1,,No
ENR00590,LRN0204,CRS051,2024-03-03,2024-05-22,2024-03-31,Completed,100,,61.58,1,2,Yes
ENR01192,LRN0108,CRS034,2024-02-03,2024-02-23,2024-02-06,Completed,100,,51.37,1,5,No
ENR00187,LRN0323,CRS052,2024-03-14,2024-06-02,,Dropped,13,2024-03-20,,2,4,No
ENR01286,LRN0167,CRS010,2024-01-12,2024-02-01,,In Progress,58,2024-03-10,,2,,No
ENR01281,LRN0098,CRS054,2024-01-09,2024-02-18,2024-02-11,Completed,100,2024-02-11,52.88,2,1,No
ENR00140,LRN0088,CRS036,2024-01-25,2024-02-14,,In Progress,18,2024-02-16,,1,,No
ENR01235,LRN0076,CRS056,2024-01-02,2024-03-02,2024-01-05,Completed,100,2024-01-05,65.69,1,2,Yes
ENR01612,LRN0025,CRS057,2024-01-27,2024-02-06,2024-01-30,Completed,100,,55.48,1,2,No
ENR01864,LRN0224,CRS040,2024-01-16,2024-02-15,2024-02-03,Completed,100,2024-02-03,83.33,2,2,Yes
ENR00347,LRN0064,CRS002,2024-01-06,2024-01-26,2024-01-19,Completed,100,2024-01-19,50.64,2,4,No
ENR01386,LRN0168,CRS051,2024-02-25,2024-05-15,2024-02-28,Completed,100,2024-02-28,90.11,2,3,Yes
ENR00548,LRN0194,CRS054,2024-03-15,2024-04-24,2024-03-31,Completed,100,2024-03-31,53.25,1,1,No
ENR00739,LRN0473,CRS030,2024-01-25,2024-03-25,,Dropped,27,2024-02-06,,2,,No
ENR01170,LRN0092,CRS054,2024-02-05,2024-03-16,2024-02-08,Completed,100,2024-02-08,70.61,2,1,Yes
ENR01050,LRN0475,CRS057,2024-01-08,2024-01-18,,In Progress,29,2024-03-03,,1,,No
ENR01790,LRN0139,CRS049,2024-01-11,2024-02-20,2024-02-21,Completed,100,2024-02-21,95.26,1,1,Yes
ENR01628,LRN0368,CRS011,2024-01-21,2024-01-31,,In Progress,47,2024-02-06,,1,,No
ENR00637,LRN0428,CRS038,2024-02-19,2024-03-20,2024-03-21,Completed,100,2024-03-21,56.59,1,3,No
ENR01189,LRN0312,CRS006,2024-01-04,2024-01-14,2024-01-20,Completed,100,2024-01-20,70.06,1,2,Yes
ENR00941,LRN0335,CRS002,2024-02-08,2024-02-28,,Dropped,7,2024-02-22,,1,,No
ENR01769,LRN0319,CRS059,2024-01-15,2024-04-04,,Not Started,0,,,1,,No
ENR00450,LRN0175,CRS014,2024-03-16,2024-04-15,,Dropped,20,2024-03-24,,1,,No
ENR00170,LRN0408,CRS018,2024-01-17,2024-02-16,,Dropped,31,2024-01-26,,1,4,No
ENR01073,LRN0469,CRS057,2024-03-14,2024-03-24,2024-03-19,Completed,100,2024-03-19,90.91,1,3,Yes
ENR00192,LRN0200,CRS058,2024-01-27,2024-02-26,2024-02-04,Completed,100,2024-02-04,62.04,2,4,Yes
ENR01066,LRN0418,CRS021,2024-02-24,2024-03-15,,In Progress,33,2024-03-31,,1,,No
ENR01322,LRN0424,CRS057,2024-01-01,2024-01-11,2024-01-18,Completed,100,2024-01-18,92.65,1,1,Yes
ENR00881,LRN0006,CRS048,2024-03-14,2024-03-24,2024-03-21,Completed,100,,55.98,1,4,No
ENR00633,LRN0112,CRS041,2024-02-17,2024-03-18,,In Progress,49,2024-03-03,,2,,No
ENR00386,LRN0161,CRS024,2024-01-11,2024-02-10,,In Progress,67,2024-03-15,,1,,No
ENR01135,LRN0428,CRS044,2024-02-25,2024-05-15,2024-02-28,Completed,100,,90.85,1,4,Yes
ENR00918,LRN0239,CRS050,2024-01-19,2024-01-29,,In Progress,81,2024-03-07,,1,,No
ENR01551,LRN0331,CRS053,2024-01-06,2024-03-26,,Not Started,0,,,1,,No
ENR01674,LRN0091,CRS026,2024-02-28,2024-03-09,2024-03-07,Completed,100,,75.37,3,1,Yes
ENR01748,LRN0106,CRS026,2024-01-09,2024-01-19,,Not Started,0,,,2,,No
ENR01241,LRN0409,CRS003,2024-01-30,2024-02-19,,In Progress,65,2024-03-04,,3,,No
ENR01671,LRN0422,CRS030,2024-02-25,2024-04-25,,Not Started,0,,,2,,No
ENR01861,LRN0334,CRS017,2024-02-07,2024-02-27,2024-02-10,Completed,100,2024-02-10,56.73,1,2,No
ENR01880,LRN0371,CRS004,2024-01-28,2024-03-28,2024-03-03,Completed,100,2024-03-03,61.88,1,1,Yes
ENR00330,LRN0204,CRS032,2024-03-09,2024-03-19,,Dropped,10,2024-03-10,,1,,No
ENR00995,LRN0284,CRS021,2024-01-27,2024-02-16,,Dropped,33,2024-02-05,,1,,No
ENR00944,LRN0140,CRS018,2024-01-03,2024-02-02,,Dropped,4,,,1,,No
ENR01867,LRN0458,CRS051,2024-01-21,2024-04-10,2024-02-12,Completed,100,2024-02-12,83.65,1,5,Yes
ENR00890,LRN0096,CRS031,2024-02-06,2024-02-16,,Dropped,3,,,1,,No
ENR01646,LRN0230,CRS032,2024-02-02,2024-02-12,,In Progress,33,2024-03-30,,1,,No
ENR00041,LRN0031,CRS004,2024-02-12,2024-04-12,,Not Started,0,,,1,,No
ENR01223,LRN0105,CRS055,2024-01-22,2024-02-01,,In Progress,87,2024-02-01,,1,,No
ENR00297,LRN0440,CRS006,2024-02-09,2024-02-19,,In Progress,21,2024-02-29,,1,2,No
ENR00415,LRN0391,CRS041,2024-02-03,2024-03-04,,Dropped,20,,,1,4,No
ENR01164,LRN0215,CRS049,2024-01-17,2024-02-26,2024-02-27,Completed,100,2024-02-27,91.48,1,1,Yes
ENR01132,LRN0379,CRS007,2024-03-14,2024-04-23,2024-03-26,Completed,100,2024-03-26,55.59,2,2,No
ENR00216,LRN0256,CRS019,2024-01-26,2024-03-26,2024-02-16,Completed,100,2024-02-16,80.31,1,5,Yes
ENR01635,LRN0127,CRS032,2024-02-01,2024-02-11,,In Progress,83,2024-02-29,,1,2,No
ENR00699,LRN0231,CRS045,2024-02-03,2024-02-13,,In Progress,14,2024-03-12,,1,,No
ENR01478,LRN0490,CRS054,2024-03-04,2024-04-13,2024-03-27,Completed,100,2024-03-27,83.73,2,4,Yes
ENR00218,LRN0213,CRS042,2024-02-06,2024-02-16,,Dropped,21,,,1,,No
ENR00491,LRN0075,CRS041,2024-01-03,2024-02-02,2024-02-09,Completed,100,2024-02-09,58.24,1,5,No
ENR00716,LRN0488,CRS042,2024-02-08,2024-02-18,2024-02-20,Completed,100,2024-02-20,58.7,1,5,No
ENR01070,LRN0076,CRS022,2024-03-05,2024-03-25,2024-03-25,Completed,100,2024-03-25,93.93,3,5,Yes
ENR01097,LRN0049,CRS017,2024-02-12,2024-03-03,2024-02-15,Completed,100,2024-02-15,55.04,1,1,No
ENR01697,LRN0008,CRS010,2024-02-27,2024-03-18,,Dropped,0,2024-03-12,,1,,No
ENR00148,LRN0127,CRS007,2024-03-01,2024-04-10,2024-03-17,Completed,100,2024-03-17,90.79,2,5,Yes
